  0: 0   -   -   -   - |   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
150: 2   1   5   4   3 |  1A,  64,   0,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
151: 3   2   1   5   4 |  1A,  64,   0,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
152: 3   2   -   1   5 |  1A,  64,   0,   9,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
153: 3   2   -   -   1 |  1A,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
154: 3   2   -   -   - |  1A,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
155: 4   3   2   -   - |  1A,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
156: 4   3   -   2   - |  1A,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
157: 4   3   -   -   2 |  1A,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
158: 4   3   -   -   - |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
159: 5   4   3   -   - |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
160: 1   5   4   3   - |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
161: 2   1   5   4   3 |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
162: 3   2   1   5   4 |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
163: 3   2   -   1   5 |  1B,  64,   0,   A,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
164: 3   2   -   -   1 |  1B,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
165: 3   2   -   -   - |  1B,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
166: 4   3   2   -   - |  1B,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
167: 4   3   -   2   - |  1B,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
168: 4   3   -   -   2 |  1B,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
169: 4   3   -   -   - |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
170: 5   4   3   -   - |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
171: 1   5   4   3   - |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
172: 2   1   5   4   3 |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
173: 3   2   1   5   4 |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
174: 3   2   -   1   5 |  1C,  64,   0,   B,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
175: 3   2   -   -   1 |  1C,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
176: 3   2   -   -   - |  1C,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
177: 4   3   2   -   - |  1C,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
178: 4   3   -   2   - |  1C,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
179: 4   3   -   -   2 |  1C,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
180: 4   3   -   -   - |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
181: 5   4   3   -   - |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
182: 1   5   4   3   - |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
183: 2   1   5   4   3 |  1D,  64,   0,   C,   0,   0,   0,   0,   0,   0,   0,   0,   0, 
